review,assessment
"на картинке игра выглядит интереснее, наверное мы ожидали большего от нее, дети 5 минут поиграли и бросили. у нас была игра на подобии этой, намного интереснее (бешеный верблюд, суть примерно та же, уложить как можно больше предметов ему на спину). а тут половина предметов из картона, включая саму машину((, ",1
"На мой взгляд одна из самых недооцененных настолок на рынке. Игра просто отличная, тем более за такую цену. Куплена в подарок сыну на д.р. 8 лет. Играем всей семьей и никак не наиграемся. Весело, динамично, и подумать есть над чем. Крайне рекомендуем., ",1
"На первый взгляд не плохая игрушка, но! Очень легко просовываются колышки в отверстия, в отверстиях вставлены пластиковые или резиновые колечки, для удержания колышек, но ребенок их может без малейшего труда протолкнуть пальцем. С момента покупки прошёл месяц, и с колышек, и с боковушек откололась краска, сама пластина куда они вставляются вся в вмятинах от ударов молоточком. Брала её за 700 плюс использовала бонусы, сейчас на неё цена 1000 рублей Цена вообще не обосновано высокая., ",1
"На подарок отлично! Сама головоломка уже радует, но можно и в тайник что-то приятное положить), ",1
"На сайте размещены картинки твистера с доп.заданиями. По факту коробка с классическим твистером с совершенно другими изображениями на волчке. На этикетке-наклейке коробки тоже написано, что игра с доп.заданиями - обман. После вскрытия коробки игру конечно же обратно не принимают :(, ",1
"Набор игр достаточно интересный, в нашей семье играли дети всех возрастов, от 6 до 12 лет., ",1
"Набор полезный, красивый, ",1
"Набор просто супер. Купила для ребёнка, в итоге вся семья играет. Размер соответствует описанию, качество хорошее. Шахматы сами не маленькие, и классный цвет. Шашки не большие. Кроме шахматной доски, все остальные игры на картонной площадке. Цена адекватная. Думаю возьму ещё несколько в подарок. , ",1
"Наклейки на человеке рваные, играть не возможно, щипцы бракованные, не подцепляют,  щель слишком маленькая, чтобы ухватить детали, все ужасного качества, сразу выброс в помойку , не покупайте, товар левый, продавец частник, ",0
"Нам 10 месяцев, игрушка отлично тренирует пальчики на захват, но пока мы складываем всех пчёлок к себе в рот =), ",1
"Нам все нравится, играем на то кто будет убирать игрушки и т.д, ",1
"Нам не понравились картинки. Депрессивные, ничего не ассоциируется. Сложно придумать ассоциацию так, чтобы было не очевидно, при том, что с другими наборами такой проблемы нет. Не рекомендую, ",0
"Нам очент понравилась игра. Качество прекрасное. Приятно играть с хорошими игрушками., ",1
"Нам очень понравилась игра. Во-первых, качественное оформление, детали из пластмассы на магнитах, закрывается как книга с заклепкой, удобно взять с собой. Во-вторых, сама задумка игры очень интересна, напоминает пятнашки (отдаленно), но только в разных вариантах сложности. В-третьих,  подходит разныму возрасту, там так и указано, для начинающего уровня или более сложного, можно выбирать задания. Моему сыну 6 лет, мы начали с самого лёгкого уровня, он справляется сам. Я пробовала сложный уровень-есть над чем поломать голову))), ",1
"Нам подарили ее,ребенок в 3 года играет с удовольствием,лепит на холодильник там места больше))держится хорошо,да и качество не плохое,мы после каждой игры вставляем детали на место,неделю играем,пока все цело,запаха не было, ",1
"Нам подарили игру на день рождения. Очень понравилась, дети от 5 до 8 играют с удовольствием, да и взрослые тоже. Доставать детали не так уж и сложно, есть парочку, над которыми дольше всего сидишь, но справляются даже дети. В общем мы очень довольны), ",1
"Нам подарили на 2 года. Я думала будет не интересно, так как пирамидки мы собираем уже давно. А вот и нет. Больше двух карточек пока не собираем. Ребенок пока не хочет собирать по картинке. Собирает свое. Нравится. Если совпадает - очень радуется. Дорогая игрушка. Но, если подарят - не отказывайтесь., ",1
"Нам подарили эту игру, сама бы покупать не стала. Батарейки дорогущие в нее нужны, ребенок один раз поиграл и все. Пролежала год в шкафу и отнесли в детский сад. Может за компанию веселее будет. Вывод: если вам не нужно снимать ролик для Ютуба купите за эти деньги что-нибудь получше, ",1
"Нам понравилось, ",1
"Нам понравилось, дочка в удовольствием играет) 3 фишки не хватает читала в отзывах, но всё на месте они приклеины скотчем к коробке их видно через окошки)), ",1
"Нам попался речевой тренажёр, но он то и был нужен. У нас зрр, за 3 года перепробовано куча всяких пособий для развития речи. Эта игра реально помогает, после каждого броска кубика игрок встречает очередного персонажа, которому рассказывает что идёт на день рождения к кому то, несет определенный подарок, за счёт этого повторения и усваиваются правила диалога. По мере освоения игры можно вводить новые вопросы и всю игру их оттачивать. играем третий вечер подряд, ребёнок начинает включаться в диалог, с чем у нас всегда проблемы. Но поскольку самой приходится подавать пример диалога, к концу игры язык уже заплетается, ",1
"Настоящая, развивающая игра, ни хватает конверта, он продаётся отдельно. Жаль. , ",1
"Начитались восторженных отзывов и решили подарить племяннику на 3 года. Первое с чем столкнулись: надо было наклеить глаза и пятна на жирафа. Не все родители смогли справиться и наклеить по номерам нужные пятна. Второе - это кубик. На нём указаны позиции: можно ходить только на 1 или 2 шага вперёд или назад и нажимать или не нажимать на хвост одновременно с ходом. Третье. На шее жирафа углубления для птичек разной глубины и ширины. Соответственно, в одном углублении птичка держится, а в другом выпадает даже, если шея не крутится. И когда выпадает ход и нажатие на хвост, то птичка в слабом углублении естественно выпадает и начинает сначала. Взрослым надоело. По правилам играть невозможно. Можно попробовать в широкие углубления положить пластилин и изменить правила игры по кубикам, чтобы ходить только вперёд или цифры наклеить больше 2. Племянник просто нажимал на хвост. Ему птички были неинтересны., ",1
"Нашей семье понравилось, играем от мала до велика, очень увлекательное занятие. , ",1
"Не вижу предыдущий отзыв свой, хочу забрать свои слова обратно! Один день - не может быть показательным всё-таки. 
Разыгрались! Дочка сама выбирает эту игру,  3г, ей понравилась в итоге. Даже срабатывать стал очень даже часто!)) Это весело)
Щипцы - очень полезный предмет для моторики, и они очень удобные, продуманные. 
Хорошая игрушка!, ",1
"Не впечатлил, свою прямую функцию не выполняет. Отсутствует линза, внутрь смотришь и видно только накиданные шарики, изображение в стенках искажается и получается бред. , ",1
"Не могу нарадоваться, это игра - если хочется провести уютный СПОКОЙНЫЙ вечер с настолкой. Невероятная рисовка, очень приятные уютные карточки. Игра на полном расслаблении проходит, нет стресса.",1
"Не ожидала от бонди что цвет перегородок будет отличаться, в игре маленькие перегородки синие, а в инструкции красные. Я сначала подумала что я чего то не могу понять в этой инструкции из 8 предложений. Поэтому не получится дать игру ребёнку 4-5 лет чтобы он играл самостоятельно, надо сидеть рядом и вместе соображать как поставить перегородки не по цвету а по длинне. На 3 задании помимо шарика на старте появляются 2 шарика на игровом поле, опять впала в ступор какую же роль они играют (я совсем не физик), так бы наверно и не разобралась если бы задуманный производителем фокус (или точный физический расчёт) не удался наполовину, от удара первого шарика по перегородке, оба шарика немного подскочили и о чудо! Один шарик выскочил и покатился в нужный выход. Теперь понимаю что сей фокус должен происходить с 2 шариками, а у меня только один это делает да и то 1 раз из 10., ",1
"Не очень понравились. Купила за 150р, если дороже - они того не сто́ят, ",1
"Не первый набор этой фирмы, но самый скудный. За такие деньги, хотелось большего, ",1
"Не плохие , ",1
"Не покупайте он не стоит таких денег, клюшки бьют мимо шайбы, полы кривые, одно разочарование",0
"Не покупала, но! Глядя на эти карточки не купила бы ребёнку, т.к. слоги разбиты не правильно. Потом будет путанница в головах у детей, когда придёт время учить перенос слова или деление по слогам, правильно же будет кош-ка, а не ко-шка и есть еще варианты с такими же слогами. В остальноя ярко и красиво. , ",1
не понравились картинки. все очень мрачно и негативно. не для детей. ну и мне взрослому играть неприятно. хорошо сразу заказали комплект других карточек.,0
"Не понравилось абсолютно.Мелкие детали, ин.алфавит, бестолково.Лучше по- старинке нарисовать от руки и играть в свое удовольствие, ",1
"Не ровные части, плохо ускрепляются между собой, ребенку сложно скрепить части,картинка разваливается., ",0
"Не стоит своих денег. Была лучшего мнения. Детали пазла тонкие, гнущиеся очень., ",1
Не стоит этих денег. на пару вечеров не более. Жетоны картон. за такие деньги можно было и пластик сделать.,0
"Не хватает правил, нужно подробнее описание, только спустя пару часов несколько видосов и постоянного чтения вроде бы разобрался, я бы не сказал, что это в принципе можно сделать за пол часа час",0
"Не хватает фантазии придумывать интересные ассоциации 😅, ",1
"Небольшие по размеру, но играть можно!
Объективно, за небольшие деньги, хорошие шахматы👍, ",1
"Невозможно пройти от начала и до конца, то заедает, то не достаёт шарик до цели, качество хромает, в 90е годы были лучше🤣вообщем одни сплошные минусы и нервы. Ребёнок в 3 года играть не может ну и родители тоже не смоли🤣, ",1
"Немного не понравилось, что фон домино яркий, за счет чего картинка немного теряется. А так, с ребенком двух лет играли.  Машинки искали. Нормально., ",1
"Неожиданно увлекательная игра. Оказывается она разработана под голосовой помощник Алису !!!! (под Салют Сбер тоже, но у нас его нет) Купил дочери 8 лет, чтобы она играла с подружками и немного отлипла от смартфона, но когда выяснилось, что она может работать под Алисой, снова понадобился ее смартфон). ...но в этом случае она хоть изнает много интересного и полезного! В первый вечер сели играть всей семьей: я, жена, дочь и сын (5 лет) Опомнились только в одиннадцатом часу!!!! Я давно не играл с таким увлечением. Выбрали первый уровень сложности, чтобы и младший ребенок мог отвечать. Ему очень понравились вопросы стишки, но были и сложные вопросы. Алиса просто спасала его- давала подсказки и он был в восторге. А еще очень понравилось, что Алиса сама может бросить кубик и сказать на какую клетку ставить + она следит за игроками, чтобы они не нарушали правила!!!, ",1
"Неплохая задумка, бюджетная игра. Брала,чтоб в поезде ребёнку было не скучно😁, ",1
"Неплохая игра, качественый пластик, все работает, ",1
"Неплохая игра, но детям 6 и 10 лет быстро наскучила. Хотя в отзывах писали, ято занимательно и для взрослых. Было интересно только собрать фигуры назад в деревянный поддон. Не с 1-го раза получилось. Купила за 225 за вычетом бонусов, промо-кодов и акций, ",1
"Неплохо. Ребёнку совсем не понравилось... Мне приятнее было бы играть более качественными фигурками., ",1
"Неплохое домино, не прокрашены некоторые точки или краска нанесена с избытком. А так, приятный на ощупь, легко играть., ",1
"Неплохой калейдоскоп. На вид качественно собран. Нам попался с бусинами разных цветов, красный, синий, розовый, зелёный, фиолетовый. Картинки складываются красивые, яркие. Надолго ли хватит ребёнку 2х лет, посмотрим. Эффект дальше ближе работает, но неравномерно, самые красивые картинки получаются в сложенном состоянии. Зеркала низкого качества с маленькими зазорами в центре, но особо это не портит картинку. Большой по размеру, удобно держать в руках. Купили не выгодно, вроде и скидка, и промокод, но на следующий день он стал стоить на 70руб дешевле без всяких промокодов. Было бы обидно, если бы качество картинки было хуже, а так, в целом, довольны. Если не горит,  ждите, когда цена будет не более 180руб, больше он не стоит., ",1
"Неплохой, но практическа вся серия есть липучек данной фирмы, и ожидала, что здесь тоде будут липучки, но их нет( и фигуры некоторые неровно сделаны, ",1
"Несмотря на кажущуюся простоту, подобные игры очень здорово заставляют пошевелить мозгами. Во-первых: сложно с наскока сформулировать вопрос о себе, ответ на который помог бы себя идентифицировать. Во-вторых: непросто потом собрать воедино все эти ""да/нет"", чтобы найти правильный ответ. Возник, после большого числа партий уже будет опыт и игра пойдет быстрее, но по началу мы думали долго., ",1
"Ни о чем. Купили т.к. фаната Финдуса и Петсона. Только вот от них - одно название и стиль иллюстраций. Они (их фигурки) в игре не участвуют, ими не ходишь, а только считаешь куриц/мюкл. Очень так себе. Отдельно хотела бы обратить внимание на качество картона, см. фото. Хорошо, что домики не нужно разбирать, ибо 2-3 сборку они бы просто не вынесли, ",1
"Нормальная игра и правила нормальные, играем с ребëнком 8 лет., ",1
"Нормальная, обычная игрушка, ",1
"Нормально , ",1
"Нормально, пока играем редко, не по возрасту. Через годик само то будет., ",1
"Ну просто суперская оказалась игра. Купил по просьбе ребенка, у них в класс кто-то из детей принес, сорвали продленку, играли аж до закрытия школы). Конечно, в нее интересно играть с Алисой, она и фотки животных показывает и голоса разных животных озвучивает и интересное про них рассказывает.  А самое главное достоинство - Алиса, с ней не надо запоминать правила, читать вопросы, она все делает сама и даже говорит куда надо поставить фишку. А еще у нее есть классная опция - Перерыв.  Мы прервались на кино, а вечером решили продолжить игру, так она запомнила кто на какой клетке стоит и чей ход. В общем, нереально крутая игра., ",1
"Ну так себе игра, ",1
"Нужно смотреть на загорающиеся значки, и выполнять действия руками. Если делаешь не правильно, звучит соответствующий сигнал. Говорят все по английски, нужно на слух понимать, что там говорят. 
Можно играть как одному, так и нескольким, соревноваться. Для этого выбрать соответсвующий режим. 
Сын 8 лет сам выбрал, ну вроде играет)) развивает внимательность, движение рук ), ",1
"Обалденная игра для компании. Помогает разнообразить вечер! Всем привет! Сегодня я расскажу вам о своём впечатлении от игры под названием ""Я никогда не 2"" от бренда Gaga Games. Вы уже могли читать в моём профиле отзывы на две игры из этой серии, так вот, они отличаются. Это как купить 2 платья одного фасона, но разных цветов, в каждом есть что-то особенное, чего нет в другом. В... Достоинства: Яркое оформление. Новые ситуации. Удобная упаковка и размер. Идеально для компании Недостатки: Одна компания - 2 раза сыграть",1
"Обалденная игра! Купили ребёнку ещё в 3.5 года ))) и привила лёгкие и увлекательные ))) проблема волчка есть , но муж прикрепил эту крутилку на спинер и вообще огонь ?, ",1
"Обалденная игра. Зависли на все выходные. Качество тоже отличное , ",1
"Обожаем игры от данного производителя. Купила, чтобы изучать цвета. Увлекает лучше всяких дорогущих игрушек., ",1
"Обожаю деревянные игрушки.Благрдаря этому набору ребёнок интуитивно начал складывать буквы в слоги., ",1
Общие впечатления Игра огонь даже для взрослого. Питание переделал вместо 8 батареек на БР 12V DC 200mA. При замере мультиметром реальный ток 300mA. Внутри вентилятор 12v 120mA и 12 светодиодов. Разъем ответный закреплён на 2 стяжках на торце панели. Держится крепко. Отверстие просверлено в пластике подходящим сверло. Работает. Проверено. Рекомендую БП 12В 1А с запасом по току. Достоинства Игровое поле достаточное. При желании можно заменить вентилятор или поднять напряжение на нем (в разумных пределах) для достижения ещё более плавного хода шайбы. Недостатки 8батареек.,1
"Общие впечатления на 3. При вскрытии коробки сразу в глаза бросаются не ровно приклеенные домики. Очень пыльные, надо почистить прежде чем дать ребенку. Под пленкой, у некоторых домиках, остался мусор. Заявленный возраст 3+, но ребенок 1.10 очень быстро собрал с первого раза, потом уже не стал играть., ",1
"Общие впечатления от игры очень положительные. Играем как по правилам, предложенным производителем, так и в простой вариант игры Мемори., ",1
"Общие впечатления хорошие, лево/право/верх/низ отрататыается на отлично. И цена приятная осоьенно с бонусами чуть меньше трехсот рублей, ",1
"Обычно ребенка надолго ни чем не увлечешь, а тут три дня уже играет сам и ему реально интересно. Ребенку 5 лет, ",1
"Огромное спасибо создателям игры. Все досочки прекрасно оттесаны, ровные, гладкие, приятно держать в руках. Чистые цвета, глянцевые поверхности. Детали хорошо ложатся и двигаются. Родителям очень советую ознакомиться как играть, например на видео у В. Паевской. Важно уметь правильно давать игрушку, чтоб ребёнку по своему возрасту было по силам и не расстраивался, складывать от простого к сложному.Это первый уровень игры. Игра пригодится надолго. Советую., ",1
"Один из самых добрых и уютных допов к нашему любимому классическому «Имаджинариуму». Набор содержит всего 64 карты, но главное его достоинство в том, что это уже вполне самостоятельная игра, с которой можно замешивать любые другие ваши наборы. В этой версии, помимо карт, даже присутствуют свои особые «новогодние» правила – как раз то, что нам и было нужно. Покупали специально к началу января для новогодних семейных ламповых посиделок. Шалость удалась)",1
"однообразная, быстро надоедает, ",0
"Однотипность действия карт. Непродуманность механики из-за чего приходится додумывать правила. Цена все же завышена, дороже 600 руб не стоит брать.",0
"Он самый лучший, очень рекомендую, моя дочь не интересуется изучнием алфавита. Спасибо большое, очень хороший качественный товар., ",1
"оригинальноребенок 11 лет заменил этим гаджеты, ",1
"От 3 до 5 лет отлично подойдет, ребенку очень понравилось, играем почти каждый вечер. Ввиду того, что загадки уже успел выучить наизусть, распечатаем сами новые загадки. Оптимальное количество ходов (не мало, ни много), правила доступные. Рекомендую!, ",1
"От старшего ребёнка много лото осталось, но половинок не было. Взяла эти, хотя смутили отзывы, что карточки мол мнутся, рвутся. Открыла и прям обидно за игру. Отличные плотные прозрачные карточки, нормальные карточки поля. У нас много лото, и это очень классное, не уступает более дорогим. Единственное, что для прозрачных карточек нет пакетика или мешочка, чтобы внутри коробки не болтались, как это есть в некоторых версиях лото, но пакетики из икеа в помощь. Сама игра да за 280р просто огонь., ",1
"Отдичный настольные игры. Подарили ребенку на 5 лет, с надеждой. Так теперь играем всей семьей, минимум минут 30-40 каждый день. 

Однозначно рекомендую., ",1
"Отлиные набор для начала обучения игры шахматы. Все соответсвует описанию. Фигурки красивые сделаны аккуратно. Коробка из картона, лучебник бы из пластика, очень удобно играть и хранить, только по середине надорвалась., ",1
"Отличная азбука...можно составлять по рисункам,которые есть в наборе..доченьке очень понравилось., ",1
"Отличная вешь в дорогу. , ",1
"Отличная головоломка для тех , кто любит логические игры., ",1
"Отличная детективная игра для малышей. 
Веселая и хороша тем, что учит исключать лишнее и строить логическую цепочку. 
В дальнейшем пожготавливает к стратегическим играм.
Играю с дочкой 4,5 лет. Ей очень нравится, можно начинать играть с 3 лет, ",1
"Отличная занимательная игра!, ",1
"Отличная игра , ",1
"Отличная игра ,ребенку 6лет очень нравится играть , ",1
"Отличная игра для всей семьи, ребёнку очень интересно, ",1
"Отличная игра для всей семьи, тренирует память у ребенка, ",1
"Отличная игра для детей дошкольного возраста, младшего школьного возраста. Ребёнок и мы играем с удовольствием. Все исправно работает. , ",1
"Отличная игра для компании , ",1
"Отличная игра для семьи, ",1
"Отличная игра для тренировки памяти, ",1
"Отличная игра на внимание, у нас таких уже три ""Где мой кот? "", ""Снеговик"" и вот ""Новоселы"" - играется легко и быстро. Во всех играх принцип найти быстрее всех карточку с выпавшими тремя особенностями на кубиках...Азартная и быстрая, ",1
"Отличная игра на логику. Дочери 3 года, играет с удовольствием., ",1
"Отличная игра на любой возраст, ",1
"отличная игра на тренировку памяти ,когда хотим поиграть всей семьей в настольные игры используем эту для разминки ,игра хорошая принцип понятен запоминать карточки и другие игроки должны повторить включается командная игра ,игра больше конечно как тренажер должна быть ,быстрая динамичная ,но как разминка целый вечер играть наскучит , ",1
"Отличная игра по хорошец цене, ",1
"Отличная игра понравилась не только именнику но и друзьям.Особенно понравилось что тут большрй выбор щенков.Дети играли весь праздник,а родители интересовались где можно купить., ",1
"Отличная игра, ",1
"Отличная игра, за приемлемую цену, ",1
"Отличная игра, играем всей семьёй с ребёнком 6 лет , ",1
"Отличная игра, играем всей семьей, брали и себе и на подарок, у нас уже несколько вариантов, ",1
"Отличная игра, карточки яркие, ребёнку нравится, ",1
"Отличная игра, качественно сделана, яркие краски, хорошие материалы, ",1
"Отличная игра, крупные детали, объемные фигуры, автобус, палатки, я взрослый человек сама хочу в нее играть.  Несколько уровней сложности. Как тетрис, две детали ставятся по заданию, остальные надо расположить так что бы все встало на свои места. , ",1
"Отличная игра, множество вариаций, с дочкой 5ти лет играем очень развивательно. Монетки классные как настоящие. Очень  интересная задумка мобильной игры в коробочке. Можно брать с собой ), ",1
"Отличная игра, можно играть всей семьёй. , ",1
"Отличная игра, муж и сын в восторге, играют чуть ли не каждый день, ",1
"Отличная игра, от простого к сложному, все как всегда выполнено на высоком уровне, спасибо бондибон за линейку 3+ , ",1
"Отличная игра, очень яркая, красивая, с удовольствием играем всей семьей, ",1
"Отличная игра, ребёнку 3 года и 6 лет игра детям понравилось, с младшем играем без карточек со старшей с карточками., ",1
"Отличная игра, ребенок 3 лет с удовольствием играет, не надоедает уже больше года)
Буквы красивые яркие, ",1
"Отличная игра, рекомендую. Покупала на подарок для ребёнка 10 лет. Играли всей бандой и взрослые и дети. Очень весело получилось. Вариации игры просто шикарный, жестами объяснить очень сложно, но смешно до слёз. Вообщем хорошая игра, берите не пожалеете., ",1
"Отличная игра, сыну 5 лет понравилось играть в уголки., ",1
"Отличная игра, тайликами строить комнаты в замке, но есть свои нюансы, очень классная игра. Абсолютно не злая, но азартная. Правила простые, понятные, удобные органайзеры в комплекте, коробка большая, сразу рассчитана на дополнение, что радует. В одной коробке хранить все удобнее. Поле широкое, очень красивое, а лебеди вообще огонь. Игру рекомендую, доставка тоже была без проблем.",1
"Отличная игра, хотелось создать новогоднее настроение, удалось)), ",1
"Отличная игра, яркая, красочная. Покупали ребенку на подарок.  Теперь играем, всей семьей, ",1
"Отличная игра,играем с детьми с удовольствием.Всем советую.А для деток помладше есть вариант scrable в голубой коробке., ",1
"Отличная игра,с декодером интереснее.Все очень качественное,игра на 3 часа не задерживается в отличие от обычной.И плюс самая дешёвая монополия в детском мире.Но нету шкатулки под деньги и карточки,да и вообще есть небольшое ощущение, то что за 1350 рублей,этого  всего маловато.А так остались довольны, очень красивая коробка., ",1
"Отличная игра!
Цена очень порадовала, упаковка в норме., ",1
"Отличная игра! 
Ребёнок сразу заинтересовался., ",1
"Отличная игра!  Нравится всей семье - муж отдыхает, младшая дочь перемешивает и грызет все, до чего дотянется, кошке нравится катать фигурки, а мы со старшей дочерью пытаемся играть). У нас много настольных игр, эта - прекрасна в качестве подарка для любителей Гарри Поттера. 
Ничего уникального в  игре нет ( у нас уже был Мяу Лабиринт), но эта подкупает качеством исполнения. Оригинальные правила несложные, но можно придумать и свои варианты правил., ",1
"Отличная игра! Азартная и интелектуальная! Играли со взрослыми детьми., ",1
"Отличная игра! Брала на подарок мальчику 5и лет. Ребенку понравилось и маме тоже., ",1
"Отличная игра! Гораздо интереснее многих более дорогих (у нас много разных). Одна из самых любимых!, ",1
"Отличная игра! Детям очень понравилась. Подарили на новый год, сын доволен подарком. Рекомендую!, ",1
"Отличная игра! Играем с мужем и дочкой 4 года. Правила простые. Игра - ходилка, только вверх. Нужно довести свою команду из трёх кур и посадить на спину петуха. Кто первый доведёт всех -  победит! При этом соперники могут сбить твоих кур яйцом , находящимся у петуха, если им выпадает изображение петуха на кубике. Если такое произошло, то сбитая курица снова начинает восхождение наверх уже с того места,  куда упала. Поэтому играть можно долго ! И главное, весело! Игру рекомендую! Качество отличное , как и у всех игр Ravensburger ! У нас их уже 4 ! Все были куплены в Детском мире, везде полный комплект и идеальная упаковка. Из минусов игр этого производителя - только высокая цена. Спасибо Детскому миру за скидки !, ",1
"Отличная игра! Наборы одежды разнообразные., ",1
"Отличная игра! Ничего не скользкое, прекрасно играем всей семьей, в том числе ребенок 5 лет. Все в восторге! Просто вынимать блоки не интересно, а вот вынимать игровые поля,  собирать комплекты, терять их, менять, выбивать, что бы комплекты не доставались другому ну, очень залипательно! Мы играем долго! Выталкиваем блоки, укрепляем башню и продолжаем играть! Очень рада, что не отказалась от игры по отзывам. Однозначно рекомендую эту шикарную башенку!, ",1
