review,assessment
"Купили игру ребенку 4,8 лет, так как до этого были в восторге от игры монополия джуниор от этого бренда. К сожалению игра разочаровала. На коробке рекомендуемый возраст 5+. При этом задания на карточках из серии: ""покажи какой звук издает лошадь"". Или: ""Вы отправляетесь кататься на лыжах. Вы научились кататься на лыжах или сноуборде?"". То есть задумка с карточками-заданиями хорошая, но сами задания непонятно на кого рассчитаны, ",0
"Купили месяц назад , дети с увличением играют . Качество игры выше всех похвал. Можно играть в любом возрасте. На долго хватит,много уровней.Спасибо., ",1
"Купили месяца 2 назад, играли раз 10 за все время. Начала шляпа ""тупить"", не запоминает, что купили. Поменяли батарейки, ничего не помогло! Покупали за три с лишним тысячи, очень жаль, что за такие деньги продают, такое не качественное .... Недостатки - Шляпа быстро вышла из строя.",0
"Купили месяца 2 назад, играли раз 10 за все время. Начала шляпа ""тупить"", не запоминает, что купили. Поменяли батарейки, ничего не помогло! Покупали за три с лишним тысячи, очень жаль, что за такие деньги продают, такое не качественное ...., ",0
"Купили ребёнку на НГ 3,3 года, очень понравилась эта игра, хороший качественный пластик, правила понятные, играем всей семьей, ",1
"Купили со скидкой обе версии. Вторая показалась интереснее для круга старше 30.  Интересное развлечение с добрыми заданиями, заставляет мозг шевелиться)), ",1
"Купили такую сыну 6 лет. Отличная игра. Я сама в такую играла 25 лет назад. Воспоминания из детства) , ",1
"Купились, естественно, на Гарри. Сын большой поклонник. Разобраться в правилах сложно. Играть скучновато. Карточки-вообще не понятно как расшифровывать некоторые. Некоторые так и отложили, не брали в игру. Инструкция ОООЧЕНЬ корявая. Некоторые правила приходилось по ходу игры додумывать. Много непонятных ситуаций., ",1
"Магнитные геометрические фигуры очень плохо примагничиваются. Постоянно смещаются. Они настолько тонкие, что все в тот же день размахрились. Хотя мы собрали всего 1 картинку. Ребенку 3 года. Не интересно. Карточки с рисунками постоянно смещаются с магнитной основы. Ее надо чем то закреплять. Разочарование от покупки. Лучше взять что то дороже, чем такую ерунду купить. Если б я видела что внутри коробки - не взяла бы, ",0
"Мальчик 5 лет в восторге, каждый день зовёт играть в нее, ",1
"Мне лото не понравилось. Купила где то 230 руб. Мелкие фишки, карточки из бумаги  без ламинирования. Сразу порвал. На рисунках не понятно какое это животное. Рисунки не понравились вообще.  Наклейки на фишках быстро отклеиваются., ",0
"Мне понравилась в целом игра, дети пока не играли, думаю заценят, ",1
"Может, мы в чем-то не разобрались, но после открытия ждало разочарование. Дешевые белые буквы на полых квадратиках и отдельно полуразрезанный лист с магнитами на поролоне.  Поролон надо вставлять в буквы, он не держится, выпадает, надо придумывать какой-то клей. Надо было пометить, что это набор ""сделай сам"" сомнительного качества.  Игровое поле бумажное, хлипкое., ",0
"Может, мы в чем-то не разобрались, но после открытия ждало разочарование. Дешевые белые буквы на полых квадратиках и отдельно полуразрезанный лист с магнитами на поролоне.  Поролон надо вставлять в буквы, он не держится, выпадает, надо придумывать какой-то клей. Надо было пометить, что это набор ""сделай сам"" сомнительного качества.  Игровое поле бумажное, хлипкое., ",0
"Может, мы в чем-то не разобрались, но после открытия ждало разочарование. Дешевые белые буквы на полых квадратиках и отдельно полуразрезанный лист с магнитами на поролоне.  Поролон надо вставлять в буквы, он не держится, выпадает, надо придумывать какой-то клей. Надо было пометить, что это набор ""сделай сам"" сомнительного качества.  Игровое поле бумажное, хлипкое., ",0
"Может, мы в чем-то не разобрались, но после открытия ждало разочарование. Дешевые белые буквы на полых квадратиках и отдельно полуразрезанный лист с магнитами на поролоне. Поролон надо вставлять в буквы, он не держится, выпадает, надо придумывать какой-то клей. Надо было пометить, что это набор ""сделай сам"" сомнительного качества. Игровое поле бумажное, хлипкое.",0
"Морковка говорит только да или нет, даже не на русском языке. Без родителей для ребенка это абсолбтно непонятная игра. Нужно прям сидеть и комментировать, где то даже самому придумывать правила игры, ",1
"на картинке игра выглядит интереснее, наверное мы ожидали большего от нее, дети 5 минут поиграли и бросили. у нас была игра на подобии этой, намного интереснее (бешеный верблюд, суть примерно та же, уложить как можно больше предметов ему на спину). а тут половина предметов из картона, включая саму машину((, ",1
"На мой взгляд одна из самых недооцененных настолок на рынке. Игра просто отличная, тем более за такую цену. Куплена в подарок сыну на д.р. 8 лет. Играем всей семьей и никак не наиграемся. Весело, динамично, и подумать есть над чем. Крайне рекомендуем., ",1
"На сайте размещены картинки твистера с доп.заданиями. По факту коробка с классическим твистером с совершенно другими изображениями на волчке. На этикетке-наклейке коробки тоже написано, что игра с доп.заданиями - обман. После вскрытия коробки игру конечно же обратно не принимают :(, ",1
"Набор игр достаточно интересный, в нашей семье играли дети всех возрастов, от 6 до 12 лет., ",1
"Наклейки на человеке рваные, играть не возможно, щипцы бракованные, не подцепляют,  щель слишком маленькая, чтобы ухватить детали, все ужасного качества, сразу выброс в помойку , не покупайте, товар левый, продавец частник, ",0
"Нам 10 месяцев, игрушка отлично тренирует пальчики на захват, но пока мы складываем всех пчёлок к себе в рот =), ",1
"Нам все нравится, играем на то кто будет убирать игрушки и т.д, ",1
"Нам не понравились картинки. Депрессивные, ничего не ассоциируется. Сложно придумать ассоциацию так, чтобы было не очевидно, при том, что с другими наборами такой проблемы нет. Не рекомендую, ",0
"Нам очень понравилась игра. Во-первых, качественное оформление, детали из пластмассы на магнитах, закрывается как книга с заклепкой, удобно взять с собой. Во-вторых, сама задумка игры очень интересна, напоминает пятнашки (отдаленно), но только в разных вариантах сложности. В-третьих,  подходит разныму возрасту, там так и указано, для начинающего уровня или более сложного, можно выбирать задания. Моему сыну 6 лет, мы начали с самого лёгкого уровня, он справляется сам. Я пробовала сложный уровень-есть над чем поломать голову))), ",1
"Нам подарили эту игру, сама бы покупать не стала. Батарейки дорогущие в нее нужны, ребенок один раз поиграл и все. Пролежала год в шкафу и отнесли в детский сад. Может за компанию веселее будет. Вывод: если вам не нужно снимать ролик для Ютуба купите за эти деньги что-нибудь получше, ",1
"Не вижу предыдущий отзыв свой, хочу забрать свои слова обратно! Один день - не может быть показательным всё-таки. 
Разыгрались! Дочка сама выбирает эту игру,  3г, ей понравилась в итоге. Даже срабатывать стал очень даже часто!)) Это весело)
Щипцы - очень полезный предмет для моторики, и они очень удобные, продуманные. 
Хорошая игрушка!, ",1
"Не могу нарадоваться, это игра - если хочется провести уютный СПОКОЙНЫЙ вечер с настолкой. Невероятная рисовка, очень приятные уютные карточки. Игра на полном расслаблении проходит, нет стресса.",1
"Не покупайте он не стоит таких денег, клюшки бьют мимо шайбы, полы кривые, одно разочарование",0
"Не покупайте он не стоит таких денег, клюшки бьют мимо шайбы, полы кривые, одно разочарование, ",0
"Не покупала, но! Глядя на эти карточки не купила бы ребёнку, т.к. слоги разбиты не правильно. Потом будет путанница в головах у детей, когда придёт время учить перенос слова или деление по слогам, правильно же будет кош-ка, а не ко-шка и есть еще варианты с такими же слогами. В остальноя ярко и красиво. , ",1
не понравились картинки. все очень мрачно и негативно. не для детей. ну и мне взрослому играть неприятно. хорошо сразу заказали комплект других карточек.,0
"Не ровные части, плохо ускрепляются между собой, ребенку сложно скрепить части,картинка разваливается., ",0
"Не стоит своих денег. Весы двигать нужно рукой, ",0
"Не стоит своих денег. Весы двигать нужно рукой, ",0
Не стоит этих денег. на пару вечеров не более. Жетоны картон. за такие деньги можно было и пластик сделать.,0
"Не хватает правил, нужно подробнее описание, только спустя пару часов несколько видосов и постоянного чтения вроде бы разобрался, я бы не сказал, что это в принципе можно сделать за пол часа час",0
"Неожиданно увлекательная игра. Оказывается она разработана под голосовой помощник Алису !!!! (под Салют Сбер тоже, но у нас его нет) Купил дочери 8 лет, чтобы она играла с подружками и немного отлипла от смартфона, но когда выяснилось, что она может работать под Алисой, снова понадобился ее смартфон). ...но в этом случае она хоть изнает много интересного и полезного! В первый вечер сели играть всей семьей: я, жена, дочь и сын (5 лет) Опомнились только в одиннадцатом часу!!!! Я давно не играл с таким увлечением. Выбрали первый уровень сложности, чтобы и младший ребенок мог отвечать. Ему очень понравились вопросы стишки, но были и сложные вопросы. Алиса просто спасала его- давала подсказки и он был в восторге. А еще очень понравилось, что Алиса сама может бросить кубик и сказать на какую клетку ставить + она следит за игроками, чтобы они не нарушали правила!!!, ",1
"Неплохая игра, качественый пластик, все работает, ",1
"Неплохой калейдоскоп. На вид качественно собран. Нам попался с бусинами разных цветов, красный, синий, розовый, зелёный, фиолетовый. Картинки складываются красивые, яркие. Надолго ли хватит ребёнку 2х лет, посмотрим. Эффект дальше ближе работает, но неравномерно, самые красивые картинки получаются в сложенном состоянии. Зеркала низкого качества с маленькими зазорами в центре, но особо это не портит картинку. Большой по размеру, удобно держать в руках. Купили не выгодно, вроде и скидка, и промокод, но на следующий день он стал стоить на 70руб дешевле без всяких промокодов. Было бы обидно, если бы качество картинки было хуже, а так, в целом, довольны. Если не горит,  ждите, когда цена будет не более 180руб, больше он не стоит., ",1
"неровные пазлы, не держатся совсем друг за друга, ",0
"неровные пазлы, не держатся совсем друг за друга, ",0
"Несмотря на кажущуюся простоту, подобные игры очень здорово заставляют пошевелить мозгами. Во-первых: сложно с наскока сформулировать вопрос о себе, ответ на который помог бы себя идентифицировать. Во-вторых: непросто потом собрать воедино все эти ""да/нет"", чтобы найти правильный ответ. Возник, после большого числа партий уже будет опыт и игра пойдет быстрее, но по началу мы думали долго., ",1
"Несоответствие картинки и самого товара. Фишки сделаны из дешевого пластика. Цифры нанесены просто поверхностно, а не углублены. Производитель изменил игру, но при этом оставив прошлую упаковку - по сути это обман., ",0
"Несоответствие картинки и самого товара. Фишки сделаны из дешевого пластика. Цифры нанесены просто поверхностно, а не углублены. Производитель изменил игру, но при этом оставив прошлую упаковку - по сути это обман., ",0
"Ни о чем. Купили т.к. фаната Финдуса и Петсона. Только вот от них - одно название и стиль иллюстраций. Они (их фигурки) в игре не участвуют, ими не ходишь, а только считаешь куриц/мюкл. Очень так себе. Отдельно хотела бы обратить внимание на качество картона, см. фото. Хорошо, что домики не нужно разбирать, ибо 2-3 сборку они бы просто не вынесли, ",1
"Ничего общего к экспериментам и опытам не имеет. В одном опыте предлагают приделать к пакету нитки и запустить его - это типа так приземляются космонавты. В другом нужно по крахмалу с блестками кинуть мячом - это типа так астероиды делают. Капец, составители вообще что-то о космосе знают или только название ""космос""? Все компонеты набора убоги. Фигурка космонавта из тонкого картона - в обычной тетрадке листы толще. Ракета - просто кусок поролона. Это не стотт даже 200 рублей. Отвратительный комплект, который будет интересен разве что 3-летнему ребенку, впервые слышащему о космосе., ",0
"Ничего общего к экспериментам и опытам не имеет. В одном опыте предлагают приделать к пакету нитки и запустить его - это типа так приземляются космонавты. В другом нужно по крахмалу с блестками кинуть мячом - это типа так астероиды делают. Капец, составители вообще что-то о космосе знают или только название ""космос""? Все компонеты набора убоги. Фигурка космонавта из тонкого картона - в обычной тетрадке листы толще. Ракета - просто кусок поролона. Это не стотт даже 200 рублей. Отвратительный комплект, который будет интересен разве что 3-летнему ребенку, впервые слышащему о космосе., ",0
"Нужно смотреть на загорающиеся значки, и выполнять действия руками. Если делаешь не правильно, звучит соответствующий сигнал. Говорят все по английски, нужно на слух понимать, что там говорят. 
Можно играть как одному, так и нескольким, соревноваться. Для этого выбрать соответсвующий режим. 
Сын 8 лет сам выбрал, ну вроде играет)) развивает внимательность, движение рук ), ",1
"Обалденная игра для компании. Помогает разнообразить вечер! Всем привет! Сегодня я расскажу вам о своём впечатлении от игры под названием ""Я никогда не 2"" от бренда Gaga Games. Вы уже могли читать в моём профиле отзывы на две игры из этой серии, так вот, они отличаются. Это как купить 2 платья одного фасона, но разных цветов, в каждом есть что-то особенное, чего нет в другом. В... Достоинства: Яркое оформление. Новые ситуации. Удобная упаковка и размер. Идеально для компании Недостатки: Одна компания - 2 раза сыграть",1
"Обалденная игра. Зависли на все выходные. Качество тоже отличное , ",1
"Обрадовалась. Взяла.Дома хотели посмотреть. Коробочка со стеклышками отклеилась. Под ней открытые грани зеркал. ??‍♀️Муж приклеил.Сейчас смотрю, а окошко куда надо смотреть сделано пленочкой, которая тоже отходит и под ней те-же острые грани зеркала. Ну как так то?!Потому и скидка, что в руках рассыпается и опасен?!, ",0
Общие впечатления Игра огонь даже для взрослого. Питание переделал вместо 8 батареек на БР 12V DC 200mA. При замере мультиметром реальный ток 300mA. Внутри вентилятор 12v 120mA и 12 светодиодов. Разъем ответный закреплён на 2 стяжках на торце панели. Держится крепко. Отверстие просверлено в пластике подходящим сверло. Работает. Проверено. Рекомендую БП 12В 1А с запасом по току. Достоинства Игровое поле достаточное. При желании можно заменить вентилятор или поднять напряжение на нем (в разумных пределах) для достижения ещё более плавного хода шайбы. Недостатки 8батареек.,1
"Один из самых добрых и уютных допов к нашему любимому классическому «Имаджинариуму». Набор содержит всего 64 карты, но главное его достоинство в том, что это уже вполне самостоятельная игра, с которой можно замешивать любые другие ваши наборы. В этой версии, помимо карт, даже присутствуют свои особые «новогодние» правила – как раз то, что нам и было нужно. Покупали специально к началу января для новогодних семейных ламповых посиделок. Шалость удалась)",1
"однообразная, быстро надоедает, ",0
"Однотипность действия карт. Непродуманность механики из-за чего приходится додумывать правила. Цена все же завышена, дороже 600 руб не стоит брать.",0
"Ожидали разные камни, с разным количеством граней и т. д. По факту все одной формы, особо не заморачивались ни с формами, ни с размерами... Короче разочарование... , ",0
"Они кривые , ",0
"Они кривые , ",0
"От старшего ребёнка много лото осталось, но половинок не было. Взяла эти, хотя смутили отзывы, что карточки мол мнутся, рвутся. Открыла и прям обидно за игру. Отличные плотные прозрачные карточки, нормальные карточки поля. У нас много лото, и это очень классное, не уступает более дорогим. Единственное, что для прозрачных карточек нет пакетика или мешочка, чтобы внутри коробки не болтались, как это есть в некоторых версиях лото, но пакетики из икеа в помощь. Сама игра да за 280р просто огонь., ",1
"Отличная игра для всей семьи, ребёнку очень интересно, ",1
"Отличная игра для детей дошкольного возраста, младшего школьного возраста. Ребёнок и мы играем с удовольствием. Все исправно работает. , ",1
"Отличная игра понравилась не только именнику но и друзьям.Особенно понравилось что тут большрй выбор щенков.Дети играли весь праздник,а родители интересовались где можно купить., ",1
"Отличная игра, ребёнку 3 года и 6 лет игра детям понравилось, с младшем играем без карточек со старшей с карточками., ",1
"Отличная игра, тайликами строить комнаты в замке, но есть свои нюансы, очень классная игра. Абсолютно не злая, но азартная. Правила простые, понятные, удобные органайзеры в комплекте, коробка большая, сразу рассчитана на дополнение, что радует. В одной коробке хранить все удобнее. Поле широкое, очень красивое, а лебеди вообще огонь. Игру рекомендую, доставка тоже была без проблем.",1
"Отличная игра, яркая, красочная. Покупали ребенку на подарок.  Теперь играем, всей семьей, ",1
"Отличная игра,играем с детьми с удовольствием.Всем советую.А для деток помладше есть вариант scrable в голубой коробке., ",1
"Отличная игра,с декодером интереснее.Все очень качественное,игра на 3 часа не задерживается в отличие от обычной.И плюс самая дешёвая монополия в детском мире.Но нету шкатулки под деньги и карточки,да и вообще есть небольшое ощущение, то что за 1350 рублей,этого  всего маловато.А так остались довольны, очень красивая коробка., ",1
"Отличная игра! Гораздо интереснее многих более дорогих (у нас много разных). Одна из самых любимых!, ",1
"Отличная игра! Детям очень понравилась. Подарили на новый год, сын доволен подарком. Рекомендую!, ",1
"Отличная игра! Играем с мужем и дочкой 4 года. Правила простые. Игра - ходилка, только вверх. Нужно довести свою команду из трёх кур и посадить на спину петуха. Кто первый доведёт всех -  победит! При этом соперники могут сбить твоих кур яйцом , находящимся у петуха, если им выпадает изображение петуха на кубике. Если такое произошло, то сбитая курица снова начинает восхождение наверх уже с того места,  куда упала. Поэтому играть можно долго ! И главное, весело! Игру рекомендую! Качество отличное , как и у всех игр Ravensburger ! У нас их уже 4 ! Все были куплены в Детском мире, везде полный комплект и идеальная упаковка. Из минусов игр этого производителя - только высокая цена. Спасибо Детскому миру за скидки !, ",1
"Отличная игра! Ничего не скользкое, прекрасно играем всей семьей, в том числе ребенок 5 лет. Все в восторге! Просто вынимать блоки не интересно, а вот вынимать игровые поля,  собирать комплекты, терять их, менять, выбивать, что бы комплекты не доставались другому ну, очень залипательно! Мы играем долго! Выталкиваем блоки, укрепляем башню и продолжаем играть! Очень рада, что не отказалась от игры по отзывам. Однозначно рекомендую эту шикарную башенку!, ",1
"Отличная игра! Очень завлекает и детей и взрослых! Единственное, если целофановой упаковки нет, то проверяйте наличие таракана. Нам попалась сначала вскрытая игра без таракана., ",1
"Отличная игра. Дочка с 4-х лет играет с большим удовольствием, сама следит за ходом игры. Здорово, что игра командная, то есть нет одного победителя, а выигрывают все, когда ""поймают"" лиса. А так как это происходит почти всегда, от игры остаются положительные впечатления) Коробка плотная красивая, можно преподносить в качестве подарка. Достоинства Интересная игра в качественном исполнении Недостатки нет",1
"Отличная игра. Дочка с 4-х лет играет с большим удовольствием, сама следит за ходом игры. Здорово, что игра командная, то есть нет одного победителя, а выигрывают все, когда ""поймают"" лиса. А так как это происходит почти всегда, от игры остаются положительные впечатления) Коробка плотная красивая, можно преподносить в качестве подарка., ",1
"Отличная игрушка для всей семьи , ",1
"Отличная настолка, не только для детей, но и взрослых. В комплекте 12 граненных деревянных камушков, упакованы они в мешочек и коробочку, удобно брать с собой. Смысл игры построить башенку из тумиков, как можно выше.   Дети в восторге, кот тоже, ",1
"Отличная развивающая игра для ребенка 4-5 лет. По моему мнению это лучшая подборка игровых полей в серии пикторин. Ребенку очень нравится., ",1
"Отличная семейная игра. Дети практикуют устный счёт и образное мышление, родители борятся с Альцгеймером)) , ",1
"Отличная, веселая и интересная игра , но нам попалась с браком , нет желтых стаканчиков, очень неприятно за такую цену ( коробка была запечатана ).Ребёнок расстроен!Придется искать альтернативу, ",1
"Отличное домино в коробочке. Цена 119 была. , ",1
"Отличное лото. Купила за 360 руб. 
Карточки карточные, но если их проклеить скотчем с двух сторон, то становятся надёжнее - помять конечно можно, но порвать уже нет! 
Фишки деревянные, оптимального размера, гладкие, без острых углов. Картинки яркие.
Кто-то пишет, что животные повторяются, но они не идентичные. Так ведь в повторении есть плюс, так мы развиваем внимание ребенка, когда спрашиваем У КОГО КОРОВА именно С КОЛОКОЛЬЧИКОМ! А не просто ПЯТНИСТАЯ КОРОВА. Все повторения отличаются хоть чем-то.
Так что однозначно РЕКОМЕНДУЮ!
, ",1
"Отличные лабиринты. Двуручная игры улучшают взаимодействие между правым и левым полушариями мозга. Это особенно важно для детей до 12 лет, у которых ещё не созрел короткий путь между ними. В результате гармонизируется соотношение логики и эмоций: уходят капризы, улучшается творческая активность и способность к обучению, в том числе в точных дисциплинах. , ",1
"Отличный вариант для небольшой компании. Одна из немногих игр в которую увлекательно играть до 4-х человек и даже в соло. Правила немного перегруженны, и для новичка может быть сложновато Но если разберетесь и игра понравится, то она с большой вероятностью станет одним из ваших хобби)",1
"Отличный вариант для того, чтобы взять игру с собой на пикник, дачу и тд. Она компактная, азартная и при этом правила у нее очень простые! Разобраться можно за две минуты, а игровой процесс сходу увлекает играющих! Классный вариант, когда нет желания долго разбираться в правилах! Достал мешочек и пошнали",1
"Отличный набор. Очень интересные карты как по дизайну, так и по структуре Отличный набор героев: общепризнанный S-tier Шерлок, Дракула и Невидимка с классным геймплеем, Хайд чуть отстаёт, но тоже неплох Как всегда всё с умом и эстетично упаковано - доставать и собирать содержимое коробки - отдельное удовольствие.",1
"Очень давно хотели купить игру, купили почти за 5000 и ужаснулись. Играть невозможно, машинки не перемещаются по дороге!!! На каждом повороте их нужно подталкивать руками. Такая хорошая задумка-и такое ужасное исполнение! Ни за что бы не купила, если бы знала. Полное разочарование за немаленькие деньги!, ",0
"Очень затягивает… девочка Аня 37 годиков  довольна :) :), ",1
"Очень интересная игра. Дарили дочери, я бы рекомендовала детям от 8 лет (в свои 6 лет процессе игры пытается описать, что нарисовано на карточке, а не предложить ассоциацию). Играли дети со взрослыми, нам понравилось. Иллюстрации яркие, фантазийные, необычные! Игра показывает, насколько у человека развито воображение. Дочка просит ещё игры этой серии. Рекомендуем! Достоинства Качество исполнения, яркие фантастические иллюстрации Недостатки Игра от 4 человек, втроём играть не интересно",1
"Очень интересная игра. Детям было трудновато вслепую, но когда видят свой рисунок - стало веселее. Интересно было даже просто порисовать в воздухе, а уж в соревновании -совсем разошлись. 
Некоторые задания нарисовать трудно, особенно поначалу, но со временем включилась фантазия, появились неожиданные варианты изображений. 
Очень рекомендую! , ",1
"Очень интересная игрушка. Дети 4 и 8 лет запоминают и все верно выставляют.еще прячут детальки и спрашивают, какого животного не хватает. Хорошее изделие без изьянов. Вышла со скидками и бонусами за 300 руб. Идеально, ",1
"Очень классная дети и взрослые довольны., ",1
"Очень крутая настолка, хорошие правила, отличный рул бук, куча времени можно провести в эту настолку с друзьями и родственниками.",1
"Очень круто, интересно, с удовольствием играли мальчик 38 и декочка 37 лет) Дочка 5 лет играть отказалась, пока, ну подождем., ",1
"Очень милые зверюшки, красивые магнитики, ",1
"Очень неудобные фишки с буквами, в которые нужно было самостоятельно вставить подушечки с наклейкой-магнитиком. Причём магнитик больше, чем фишка, а подушечка меньше, в результате очень часто магнитик отклеивается от фишки. Огромный сплошной недостаток., ",0
"Очень нравится книга, ребенок любит играть, ",1
"Очень плохая инструкция! Из-за неграмотной и скудной инструкции, пришлось изучать обзоры в интернете... В целом игра замечательная! Скинул звезды из-за инструкции,так вон она меня выбесила)",0
"Очень полезная игрушка, познакомились с ней у нашего логопеда, она развивает реакцию, скорость, а гл. ребенок учится правильно дуть, не в щеки, а прямо как раз цель задуть свечки, что и вызывает азарт у детей, можно много ещё чего написать, вообщем игрушка очень даже полезная, гл. дельно ее применить, ",1
"Очень понравилась игра, НО не было карточек мемори для игры , а вместо них поставили лишний набор пазлов (, ",1
"Очень понравилась игра, правда хотела купить серию смартгеймз, а не бондилогика, но случайно заказала эту. Как потом поняла из отзывов, отличие в наличии в более дорогом варианте книжечки со сказкой. По цене можно найти дешевле, но с учётом бонусов то на то и вышло. Книжку докупила картонную обычную в оффлайн магазине. Дочке 2,7, всегда любила сказки только про животных, но от красной шапочки в восторге. Делает первые задания сама, но больше всего любит слушать сказку и проигрывать сюжет фигурками. Дополнили ещё кроваткой из Лего дупло, волк идеально помещается в эту кроватку. Пластик плотный, без запаха, хорошо отлит (без швов, матовый с текстурой под кожу или что-то вроде этого, в общем не обычный глянцевый). Волк и ёлки из твердого силикона, красная шапочка пластмассовая, но накидка тоже из плотного силикона. Дорожки матовые, цветочки на них не приклеены, а насквозь прицеплены, они крутятся, что тоже придает игре особого шарма.",1
